,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
4780,MALAKIR BLOODWITCH,RARE,2.0,1.0,ZENDIKAR,FOIL,ENGLISH,NEAR MINT
4811,SCUTE MOB,RARE,2.0,1.0,ZENDIKAR,FOIL,ENGLISH,NEAR MINT
4825,VAMPIRE NIGHTHAWK,UNCOMMON,2.0,1.0,ZENDIKAR,FOIL,ENGLISH,NEAR MINT
4836,"ARCADES, THE STRATEGIST",MYTHIC,8.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4849,DRAGON'S HOARD,RARE,8.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4876,PSYCHIC CORROSION,UNCOMMON,5.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4878,RECLAMATION SAGE,UNCOMMON,2.0,1.0,CORE SET 2019,FOIL,ENGLISH,NEAR MINT
4884,RUNIC ARMASAUR,RARE,6.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4885,"SAI, MASTER THOPTERIST",RARE,2.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4896,"VAEVICTIS ASMADI, THE DIRE",MYTHIC,3.0,1.0,CORE SET 2019,NORMAL,ENGLISH,NEAR MINT
4922,BEDEVIL,RARE,9.0,1.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4942,ETHEREAL ABSOLUTION,RARE,1.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
4946,GROWTH SPIRAL,COMMON,2.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
4953,INCUBATION DRUID,RARE,2.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
4956,KAYA'S WRATH,RARE,2.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
4960,MASS MANIPULATION,RARE,2.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
4966,PRIEST OF FORGOTTEN GODS,RARE,11.0,1.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4968,PRIME SPEAKER VANNIFAR,MYTHIC,14.0,1.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4969,"RAKDOS, THE SHOWSTOPPER",MYTHIC,6.0,1.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4973,SERAPH OF THE SCALES,MYTHIC,1.0,1.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4986,TITHE TAKER,RARE,2.0,1.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
5010,BLINKMOTH NEXUS,RARE,6.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5028,EXPEDITION MAP,UNCOMMON,6.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5032,GUILE,RARE,2.0,1.0,MODERN MASTERS 2015,FOIL,ENGLISH,NEAR MINT
5054,MIRROR ENTITY,RARE,1.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5059,MUTAGENIC GROWTH,UNCOMMON,3.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5062,"NIV-MIZZET, THE FIREMIND",RARE,2.0,1.0,MODERN MASTERS 2015,FOIL,ENGLISH,NEAR MINT
5069,REMAND,UNCOMMON,2.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5088,WILT-LEAF LIEGE,RARE,6.0,1.0,MODERN MASTERS 2015,NORMAL,ENGLISH,NEAR MINT
5094,BOROS GARRISON,COMMON,2.0,1.0,RAVNICA,FOIL,ENGLISH,NEAR MINT
5115,DIMIR SIGNET,COMMON,4.0,1.0,RAVNICA,NORMAL,ENGLISH,NEAR MINT
5123,EYE OF THE STORM,RARE,1.0,1.0,RAVNICA,NORMAL,ENGLISH,NEAR MINT
5159,PHYTOHYDRA,RARE,2.0,1.0,RAVNICA,NORMAL,ENGLISH,NEAR MINT
5174,SISTERS OF STONE DEATH,RARE,4.0,1.0,RAVNICA,NORMAL,ENGLISH,NEAR MINT
5187,TWILIGHT DROVER,RARE,2.0,1.0,RAVNICA,NORMAL,ENGLISH,NEAR MINT
5251,"ALESHA, WHO SMILES AT DEATH",RARE,2.0,1.0,FATE REFORGED,FOIL,ENGLISH,NEAR MINT
5255,CRUX OF FATE,RARE,1.0,1.0,FATE REFORGED,NORMAL,ENGLISH,NEAR MINT
5257,DARK DEAL,UNCOMMON,4.0,1.0,FATE REFORGED,NORMAL,ENGLISH,NEAR MINT
5258,"KOLAGHAN, THE STORM'S FURY",RARE,2.0,1.0,FATE REFORGED,FOIL,ENGLISH,NEAR MINT
5261,MONASTERY SIEGE,RARE,1.0,1.0,FATE REFORGED,FOIL,ENGLISH,NEAR MINT
5262,OUTPOST SIEGE,RARE,2.0,1.0,FATE REFORGED,FOIL,ENGLISH,NEAR MINT
5266,SOULFLAYER,RARE,1.0,1.0,FATE REFORGED,FOIL,ENGLISH,NEAR MINT
5283,BONESPLITTER SLIVER,COMMON,2.0,1.0,TIME SPIRAL,FOIL,ENGLISH,NEAR MINT
5292,"DRALNU, LICH LORD",RARE,1.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5319,KAERVEK THE MERCILESS,RARE,1.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5329,MAGUS OF THE JAR,RARE,1.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5332,MIGHT SLIVER,UNCOMMON,2.0,1.0,TIME SPIRAL,FOIL,ENGLISH,NEAR MINT
5340,OPALINE SLIVER,UNCOMMON,1.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5346,PLAGUE SLIVER,RARE,2.0,1.0,TIME SPIRAL,FOIL,ENGLISH,NEAR MINT
5348,PSIONIC SLIVER,RARE,2.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5364,SERRA AVENGER,RARE,1.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5384,VAMPIRIC SLIVER,UNCOMMON,2.0,1.0,TIME SPIRAL,FOIL,ENGLISH,NEAR MINT
5388,WHEEL OF FATE,RARE,6.0,1.0,TIME SPIRAL,NORMAL,ENGLISH,NEAR MINT
5455,DESECRATION DEMON,RARE,2.0,1.0,RETURN TO RAVNICA,FOIL,ENGLISH,NEAR MINT
5457,DREADBORE,RARE,1.0,1.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5459,GOBLIN ELECTROMANCER,COMMON,2.0,1.0,RETURN TO RAVNICA,FOIL,ENGLISH,NEAR MINT
5469,"JARAD, GOLGARI LICH LORD",MYTHIC,5.0,1.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5471,JUDGE'S FAMILIAR,UNCOMMON,1.0,1.0,RETURN TO RAVNICA,FOIL,ENGLISH,NEAR MINT
5495,"TROSTANI, SELESNYA'S VOICE",MYTHIC,6.0,1.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5499,VANDALBLAST,UNCOMMON,6.0,1.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5500,VRASKA THE UNSEEN,MYTHIC,4.0,1.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5510,ELDRAZI MIMIC,RARE,2.0,1.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5522,"LINVALA, THE PRESERVER",MYTHIC,6.0,1.0,OATH OF THE GATEWATCH,NORMAL,ENGLISH,NEAR MINT
5527,NEEDLE SPIRES,RARE,2.0,1.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5528,"NISSA, VOICE OF ZENDIKAR",MYTHIC,8.0,1.0,OATH OF THE GATEWATCH,NORMAL,ENGLISH,NEAR MINT
5532,RECKLESS BUSHWHACKER,UNCOMMON,2.0,1.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5534,SPHINX OF THE FINAL WORD,MYTHIC,4.0,1.0,OATH OF THE GATEWATCH,NORMAL,ENGLISH,NEAR MINT
5543,WORLD BREAKER,MYTHIC,2.0,1.0,OATH OF THE GATEWATCH,NORMAL,ENGLISH,NEAR MINT
5557,IDENTITY CRISIS,RARE,1.0,1.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5568,MAELSTROM PULSE,RARE,4.0,1.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5576,NECROMANCER'S COVENANT,RARE,2.0,1.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5581,SLAVE OF BOLAS,UNCOMMON,1.0,1.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5583,SOVEREIGNS OF LOST ALARA,RARE,2.0,1.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5846,BOREAL DRUID,COMMON,3.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5877,INTO THE NORTH,COMMON,1.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5884,LOVISA COLDEYES,RARE,4.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5888,MOUTH OF RONOM,UNCOMMON,2.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5892,PANGLACIAL WURM,RARE,1.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5901,RIMESCALE DRAGON,RARE,4.0,1.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5937,CALL TO THE GRAVE,RARE,2.0,1.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5939,"CHANDRA, THE FIREBRAND",MYTHIC,4.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5945,DUNGROVE ELDER,RARE,1.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5946,ELIXIR OF IMMORTALITY,UNCOMMON,2.0,1.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5948,FURYBORN HELLKITE,MYTHIC,4.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5963,HONOR OF THE PURE,RARE,7.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5971,MANABARBS,RARE,2.0,1.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5973,PONDER,COMMON,2.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5981,RITES OF FLOURISHING,RARE,3.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5989,SORIN'S VENGEANCE,RARE,8.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5990,SORIN'S VENGEANCE,RARE,2.0,1.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5999,SWIFTFOOT BOOTS,UNCOMMON,12.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
6004,VENGEFUL PHARAOH,RARE,1.0,1.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
6079,SUNDERING TITAN,RARE,4.0,1.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6099,"BARU, FIST OF KROSA",RARE,1.0,1.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6119,FORCE OF SAVAGERY,RARE,3.0,1.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6149,MURAGANDA PETROGLYPHS,RARE,4.0,1.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6151,NACATL WAR-PRIDE,UNCOMMON,4.0,1.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6156,NIX,RARE,4.0,1.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6174,SLAUGHTER PACT,RARE,8.0,1.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6203,BALEFUL MASTERY,RARE,1.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6205,BALEFUL MASTERY (EXTENDED ART),RARE,4.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6211,BLADE HISTORIAN (EXTENDED ART),RARE,1.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6213,"BLEX, VEXING PEST / SEARCH FOR BLEX (EXTENDED ART)",MYTHIC,1.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6215,BLOT OUT THE SKY (EXTENDED ART),MYTHIC,6.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6216,BODY OF RESEARCH,MYTHIC,2.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6221,"CODIE, VOCIFEROUS CODEX (EXTENDED ART)",RARE,2.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6235,DRAGON'S APPROACH,COMMON,10.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6236,DRAGON'S APPROACH,COMMON,6.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6239,ECOLOGICAL APPRECIATION (EXTENDED ART),MYTHIC,2.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6258,HARNESS INFINITY (EXTENDED ART),MYTHIC,4.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6259,HARNESS INFINITY (EXTENDED ART),MYTHIC,2.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6276,"MAVINDA, STUDENTS' ADVOCATE (EXTENDED ART)",MYTHIC,3.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6277,"MILA, CRAFTY COMPANION / LUKKA, WAYWARD BONDER",MYTHIC,3.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6294,QUANDRIX COMMAND (EXTENDED ART),RARE,2.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6313,SOLVE THE EQUATION,UNCOMMON,12.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6315,STORM-KILN ARTIST,UNCOMMON,6.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6320,TANAZIR QUANDRIX,MYTHIC,2.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6325,"VALENTIN, DEAN OF THE VEIN / LISETTE, DEAN OF THE ROOT (EXTENDED ART)",RARE,8.0,1.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6326,"VALENTIN, DEAN OF THE VEIN / LISETTE, DEAN OF THE ROOT (EXTENDED ART)",RARE,8.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6327,VANISHING VERSE,RARE,4.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6333,VINEGLIMMER SNARL,RARE,3.0,1.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6370,JAYA BALLARD,MYTHIC,1.0,1.0,DOMINARIA,NORMAL,ENGLISH,NEAR MINT
6372,JAYA'S IMMOLATING INFERNO,RARE,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6378,"JOSU VESS, LICH KNIGHT",RARE,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6379,KAMAHL'S DRUIDIC VOW,RARE,1.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6400,PHYREXIAN SCRIPTURES,MYTHIC,8.0,1.0,DOMINARIA,NORMAL,ENGLISH,NEAR MINT
6408,SKIRK PROSPECTOR,COMMON,1.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6409,"SLIMEFOOT, THE STOWAWAY",UNCOMMON,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6410,SONG OF FREYALISE,UNCOMMON,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6416,"TATYOVA, BENTHIC DRUID",UNCOMMON,12.0,1.0,DOMINARIA,NORMAL,ENGLISH,NEAR MINT
6420,"TEFERI, TIMEBENDER",MYTHIC,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6422,"TESHAR, ANCESTOR'S APOSTLE",RARE,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6425,THE MIRARI CONJECTURE,RARE,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6430,VERIX BLADEWING,MYTHIC,2.0,1.0,DOMINARIA,NORMAL,ENGLISH,NEAR MINT
6434,"WHISPER, BLOOD LITURGIST",UNCOMMON,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6437,YAWGMOTH'S VILE OFFERING,RARE,2.0,1.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6493,"ALELA, ARTFUL PROVOCATEUR",MYTHIC,6.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6503,CASTLE ARDENVALE,RARE,12.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6504,CASTLE ARDENVALE,RARE,4.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6505,CASTLE EMBERETH,RARE,4.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6540,EXTENDED ART DANCE OF THE MANSE,RARE,2.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6561,EXTENDED ART ONCE UPON A TIME,RARE,1.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6584,FAEBURROW ELDER,RARE,8.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6585,FAEBURROW ELDER,RARE,2.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6587,"GADWICK, THE WIZENED",RARE,3.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6588,"GARRUK, CURSED HUNTSMAN",MYTHIC,4.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6599,MIDNIGHT CLOCK,RARE,4.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6600,MIRRORMADE,RARE,8.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6603,MURDEROUS RIDER,RARE,2.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6622,SHOWCASE REALM-CLOAKED GIANT,MYTHIC,2.0,1.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6627,STONECOIL SERPENT,RARE,2.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6630,"SYR KONRAD, THE GRIM",UNCOMMON,4.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6636,THE MAGIC MIRROR,MYTHIC,2.0,1.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6652,BURNING INQUIRY,COMMON,3.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6654,CAPTAIN OF THE WATCH,RARE,2.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6661,DIABOLIC TUTOR,UNCOMMON,3.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6669,ELVISH ARCHDRUID,RARE,4.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6675,FOREST (247),COMMON,3.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6682,GORGON FLAIL,UNCOMMON,2.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6683,GREAT SABLE STAG,RARE,2.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6687,HONOR OF THE PURE,RARE,2.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6694,LIGHTNING BOLT,COMMON,24.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6698,LLANOWAR ELVES,COMMON,4.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6706,MERFOLK SOVEREIGN,RARE,2.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6712,PITHING NEEDLE,RARE,2.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6726,ROYAL ASSASSIN,RARE,1.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6727,SANGUINE BOND,RARE,4.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6733,SPELLBOOK,UNCOMMON,4.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6739,SWAMP (238),COMMON,3.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6740,SWAMP (239),COMMON,3.0,1.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6749,UNDERWORLD DREAMS,RARE,6.0,1.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6777,BLOODBRAID ELF,S,10.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6779,BOJUKA BOG,S,16.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6790,COURSER OF KRUPHIX,S,1.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6797,DEAD // GONE,COMMON,4.0,1.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6801,DOVIN'S VETO,S,16.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6804,DRYAD ARBOR,RARE,8.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6816,FIELD OF RUIN,S,3.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6827,GRAY MERCHANT OF ASPHODEL,S,12.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6857,MYSTIC SANCTUARY,S,20.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6859,NETHER TRAITOR,RARE,11.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6860,NINJA OF THE DEEP HOURS,S,4.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6887,RELENTLESS RATS,S,22.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6889,REMAND,S,5.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6907,SMALLPOX,UNCOMMON,4.0,1.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6914,STUFFY DOLL,RARE,2.0,1.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6916,SUMMONER'S PACT,RARE,11.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6951,WASTES,S,15.0,1.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6965,BANESLAYER ANGEL,MYTHIC,4.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
6971,CHANDRA NALAAR,MYTHIC,6.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
6998,ISLAND (236),COMMON,2.0,1.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7005,LEYLINE OF PUNISHMENT,RARE,2.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7013,LIGHTNING BOLT,COMMON,7.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7019,MERFOLK SOVEREIGN,RARE,2.0,1.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7033,PYRETIC RITUAL,COMMON,8.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7035,RELENTLESS RATS,UNCOMMON,12.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7051,TEMPLE BELL,RARE,4.0,1.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7113,BLOOD FOR BONES,UNCOMMON,2.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7116,CAVALIER OF DAWN,MYTHIC,10.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7130,COLOSSUS HAMMER,UNCOMMON,16.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7132,DRAGON MAGE,UNCOMMON,2.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7135,DREAD PRESENCE,RARE,3.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7144,"GARGOS, VICIOUS WATCHER",RARE,3.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7145,"GARGOS, VICIOUS WATCHER",RARE,6.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7147,"GOLOS, TIRELESS PILGRIM",RARE,6.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7151,ICON OF ANCESTRY,RARE,8.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7171,MARAUDING RAPTOR,RARE,2.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7183,ROTTING REGISAUR,RARE,6.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7195,STARFIELD MYSTIC,RARE,3.0,1.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7196,STARFIELD MYSTIC,RARE,10.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7211,VORACIOUS HYDRA,RARE,8.0,1.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7217,EPHEMERATE,UNCOMMON,4.0,1.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7220,GENEROUS GIFT,UNCOMMON,4.0,1.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7222,GOBLIN ENGINEER,RARE,4.0,1.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7236,TALISMAN OF CONVICTION (RETRO FRAME) (FOIL ETCHED),UNCOMMON,4.0,1.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7288,"AURELIA, EXEMPLAR OF JUSTICE",MYTHIC,20.0,1.0,GUILDS OF RAVNICA,NORMAL,ENGLISH,NEAR MINT
7290,BEAST WHISPERER,RARE,8.0,1.0,GUILDS OF RAVNICA,NORMAL,ENGLISH,NEAR MINT
7297,CRACKLING DRAKE,UNCOMMON,2.0,1.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7299,DAWN OF HOPE,RARE,8.0,1.0,GUILDS OF RAVNICA,NORMAL,ENGLISH,NEAR MINT
7307,DROWNED SECRETS,RARE,4.0,1.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7315,IONIZE,RARE,2.0,1.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7326,MISSION BRIEFING,RARE,2.0,1.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7337,"RAL, IZZET VICEROY",MYTHIC,2.0,1.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
