,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
10267,ARMY OF THE DAMNED,MYTHIC,2.0,10.0,INNISTRAD,FOIL,ENGLISH,NEAR MINT
10274,BLOODLINE KEEPER (LORD OF LINEAGE),RARE,5.0,10.0,INNISTRAD,NORMAL,ENGLISH,NEAR MINT
10293,"GRIMGRIN, CORPSE-BORN",MYTHIC,8.0,10.0,INNISTRAD,NORMAL,ENGLISH,NEAR MINT
10349,ARCHANGEL OF TITHES,MYTHIC,6.0,10.0,MAGIC ORIGINS,NORMAL,ENGLISH,NEAR MINT
10400,STARFIELD OF NYX,MYTHIC,4.0,10.0,MAGIC ORIGINS,NORMAL,ENGLISH,NEAR MINT
10433,EIDOLON OF THE GREAT REVEL,RARE,3.0,10.0,JOURNEY INTO NYX,NORMAL,ENGLISH,NEAR MINT
10544,BLUE SUN'S ZENITH (JP ALT ART),MYTHIC,1.0,10.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10569,COUNTERSPELL (JP ALT ART),RARE,4.0,10.0,STRIXHAVEN MYSTICAL ARCHIVE,NORMAL,JAPANESE,NEAR MINT
10621,FAITHLESS LOOTING (JP ALT ART),RARE,6.0,10.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10679,MIND'S DESIRE (JP ALT ART),MYTHIC,3.0,10.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10688,NATURAL ORDER,MYTHIC,6.0,10.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,ENGLISH,NEAR MINT
10884,AJANI VENGEANT,MYTHIC,2.0,10.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10911,HELLKITE OVERLORD,MYTHIC,2.0,10.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10987,"CHANDRA, DRESSED TO KILL (BORDERLESS)",MYTHIC,6.0,10.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
10990,COUNT DRACULA,MYTHIC,4.0,10.0,INNISTRAD CRIMSON VOW,FOIL,ENGLISH,NEAR MINT
10992,CULTIVATOR COLOSSUS,MYTHIC,6.0,10.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
11056,NECRODUALITY,MYTHIC,4.0,10.0,INNISTRAD CRIMSON VOW,FOIL,ENGLISH,NEAR MINT
11059,NECRODUALITY (EXTENDED ART),MYTHIC,4.0,10.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
11079,SORIN THE MIRTHLESS (BORDERLESS),MYTHIC,8.0,10.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
11137,GIFTS UNGIVEN,RARE,1.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11163,"ISAMARU, HOUND OF KONDA",RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11165,"JUGAN, THE RISING STAR",RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11171,"KIKU, NIGHT'S FLOWER",RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11178,KONDA'S BANNER,RARE,4.0,10.0,CHAMPIONS OF KAMIGAWA,NORMAL,ENGLISH,NEAR MINT
11199,MYOJIN OF LIFE'S WEB,RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11203,MYOJIN OF SEEING WINDS,RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11232,"TATSUMASA, THE DRAGON'S FANG",RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11236,THROUGH THE BREACH,RARE,2.0,10.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11314,BIO-QUARTZ SPACEGODZILLA,MYTHIC,8.0,10.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11317,"BIOLLANTE, PLANT BEAST FORM",MYTHIC,2.0,10.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11374,EXTENDED ART RUINOUS ULTIMATUM,RARE,7.0,10.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11375,EXTENDED ART SHARK TYPHOON,RARE,6.0,10.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11463,SHOWCASE RAUGRIN TRIOME,RARE,13.0,10.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11470,SHOWCASE ZAGOTH TRIOME,RARE,1.0,10.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11714,"JIN-GITAXIAS, PROGRESS TYRANT (EXTENDED ART)",MYTHIC,1.0,10.0,KAMIGAWA NEON DYNASTY,NORMAL,ENGLISH,NEAR MINT
11747,"KURA, THE BOUNDLESS SKY (BORDERLESS)",MYTHIC,1.0,10.0,KAMIGAWA NEON DYNASTY,FOIL,ENGLISH,NEAR MINT
11799,"OTAWARA, SOARING CITY (EXTENDED ART)",RARE,18.0,10.0,KAMIGAWA NEON DYNASTY,NORMAL,ENGLISH,NEAR MINT
11854,"TEZZERET, BETRAYER OF FLESH (BORDERLESS)",MYTHIC,1.0,10.0,KAMIGAWA NEON DYNASTY,FOIL,ENGLISH,NEAR MINT
11901,BLOOD MOON,RARE,3.0,10.0,9TH EDITION,NORMAL,ENGLISH,NEAR MINT
11908,COAT OF ARMS,RARE,4.0,10.0,9TH EDITION,NORMAL,ENGLISH,NEAR MINT
11915,ELVISH CHAMPION,RARE,4.0,10.0,9TH EDITION,NORMAL,ENGLISH,NEAR MINT
11948,PHYREXIAN ARENA,RARE,8.0,10.0,9TH EDITION,NORMAL,ENGLISH,NEAR MINT
11976,URZA'S MINE,UNCOMMON,2.0,10.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
11978,URZA'S POWER PLANT,UNCOMMON,2.0,10.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
11979,URZA'S TOWER,UNCOMMON,4.0,10.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
11988,WORSHIP,RARE,2.0,10.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
11989,WRATH OF GOD,RARE,2.0,10.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
12033,ORACLE OF MUL DAYA,RARE,2.0,10.0,JUMPSTART,NORMAL,ENGLISH,NEAR MINT
12065,DISPATCH,UNCOMMON,2.0,10.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12089,MINDCRANK,UNCOMMON,2.0,10.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12141,"VORINCLEX, VOICE OF HUNGER",MYTHIC,6.0,10.0,NEW PHYREXIA,NORMAL,ENGLISH,NEAR MINT
12184,DACK FAYDEN,,2.0,10.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
12200,HERITAGE DRUID,,1.0,10.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
12217,MAELSTROM WANDERER,,1.0,10.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
12238,PYROBLAST,,4.0,10.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
12249,SINKHOLE,,3.0,10.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
12291,ELDRITCH EVOLUTION,,4.0,10.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
12318,MIND'S DILATION,,3.0,10.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
12330,"TAMIYO, FIELD RESEARCHER",,2.0,10.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
12338,ULRICH OF THE KRALLENHORDE,RARE,2.0,10.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
13,DRYAD OF THE ILYSIAN GROVE,RARE,8.0,9.0,THEROS BEYOND DEATH,NORMAL,ENGLISH,NEAR MINT
14,DRYAD OF THE ILYSIAN GROVE,RARE,4.0,9.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
169,METALLIC MIMIC,,3.0,9.0,AETHER REVOLT,FOIL,ENGLISH,NEAR MINT
258,WAYWARD SWORDTOOTH,RARE,1.0,9.0,RIVALS OF IXALAN,FOIL,ENGLISH,NEAR MINT
365,HERO OF BLADEHOLD,MYTHIC,4.0,9.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
471,ACERERAK THE ARCHLICH (EXTENDED ART),MYTHIC,4.0,9.0,ADVENTURES IN THE FORGOTTEN REALMS,FOIL,ENGLISH,NEAR MINT
545,"LOLTH, SPIDER QUEEN",MYTHIC,9.0,9.0,ADVENTURES IN THE FORGOTTEN REALMS,NORMAL,ENGLISH,NEAR MINT
602,THE BOOK OF EXALTED DEEDS (EXTENDED ART),MYTHIC,3.0,9.0,ADVENTURES IN THE FORGOTTEN REALMS,FOIL,ENGLISH,NEAR MINT
612,TIAMAT,MYTHIC,24.0,9.0,ADVENTURES IN THE FORGOTTEN REALMS,NORMAL,ENGLISH,NEAR MINT
801,"EXTENDED ART SHATTERSKULL SMASHING / SHATTERSKULL, THE HAMMER PASS",MYTHIC,12.0,9.0,ZENDIKAR RISING,NORMAL,ENGLISH,NEAR MINT
898,"EPHARA, GOD OF THE POLIS",MYTHIC,2.0,9.0,BORN OF THE GODS,FOIL,ENGLISH,NEAR MINT
1106,SEACHROME COAST,MYTHIC,6.0,9.0,ZENDIKAR RISING EXPEDITIONS,NORMAL,ENGLISH,NEAR MINT
1248,DEPRIVE,COMMON,2.0,9.0,RISE OF THE ELDRAZI,FOIL,ENGLISH,NEAR MINT
1281,KHALNI HYDRA,MYTHIC,3.0,9.0,RISE OF THE ELDRAZI,NORMAL,ENGLISH,NEAR MINT
1296,NIRKANA REVENANT,MYTHIC,6.0,9.0,RISE OF THE ELDRAZI,NORMAL,ENGLISH,NEAR MINT
1303,PAWN OF ULAMOG,UNCOMMON,2.0,9.0,RISE OF THE ELDRAZI,FOIL,ENGLISH,NEAR MINT
1322,TAJURU PRESERVER,RARE,2.0,9.0,RISE OF THE ELDRAZI,FOIL,ENGLISH,NEAR MINT
1350,IZZET SIGNET,COMMON,2.0,9.0,GUILDPACT,FOIL,ENGLISH,NEAR MINT
1470,CRIMSON WISPS,COMMON,2.0,9.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
1566,PUPPETEER CLIQUE,RARE,2.0,9.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
1590,THOUGHT REFLECTION,RARE,1.0,9.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
1601,WOODFALL PRIMUS,RARE,2.0,9.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
2031,BLIND OBEDIENCE,RARE,4.0,9.0,GATECRASH,FOIL,ENGLISH,NEAR MINT
2070,LORD OF THE VOID,MYTHIC,6.0,9.0,GATECRASH,NORMAL,ENGLISH,NEAR MINT
2078,PRIME SPEAKER ZEGANA,MYTHIC,2.0,9.0,GATECRASH,FOIL,ENGLISH,NEAR MINT
2080,RAPID HYBRIDIZATION,UNCOMMON,1.0,9.0,GATECRASH,FOIL,ENGLISH,NEAR MINT
2127,GRAFTED EXOSKELETON,UNCOMMON,1.0,9.0,SCARS OF MIRRODIN,FOIL,ENGLISH,NEAR MINT
2151,MEMNITE,UNCOMMON,2.0,9.0,SCARS OF MIRRODIN,FOIL,ENGLISH,NEAR MINT
2182,"SKITHIRYX, THE BLIGHT DRAGON",MYTHIC,4.0,9.0,SCARS OF MIRRODIN,NORMAL,ENGLISH,NEAR MINT
2197,VENSER'S JOURNAL,RARE,2.0,9.0,SCARS OF MIRRODIN,FOIL,ENGLISH,NEAR MINT
2198,"VENSER, THE SOJOURNER",MYTHIC,1.0,9.0,SCARS OF MIRRODIN,NORMAL,ENGLISH,NEAR MINT
2276,CARNAGE TYRANT,MYTHIC,2.0,9.0,IXALAN,FOIL,ENGLISH,NEAR MINT
2552,WAR'S TOLL,RARE,1.0,9.0,DISSENSION,FOIL,ENGLISH,NEAR MINT
2744,UNDERGROUND RIVER,RARE,3.0,9.0,10TH EDITION,NORMAL,ENGLISH,NEAR MINT
2902,VOICE OF RESURGENCE,MYTHIC,2.0,9.0,DRAGON S MAZE,FOIL,ENGLISH,NEAR MINT
3123,BEACON OF CREATION,RARE,4.0,9.0,FIFTH DAWN,NORMAL,ENGLISH,NEAR MINT
3483,FLICKERWISP,UNCOMMON,2.0,9.0,EVENTIDE,FOIL,ENGLISH,NEAR MINT
3546,WARD OF BONES,RARE,4.0,9.0,EVENTIDE,NORMAL,ENGLISH,NEAR MINT
3596,DAUTHI VOIDWALKER (RETRO FRAME),RARE,14.0,9.0,MODERN HORIZONS 2,NORMAL,ENGLISH,NEAR MINT
3651,KALDRA COMPLEAT,MYTHIC,1.0,9.0,MODERN HORIZONS 2,FOIL,ENGLISH,NEAR MINT
3891,VAMPIRE NOCTURNUS,MYTHIC,2.0,9.0,M13 CORE SET,FOIL,ENGLISH,NEAR MINT
3918,DOLMEN GATE,RARE,8.0,9.0,LORWYN,NORMAL,ENGLISH,NEAR MINT
3993,SPELLSTUTTER SPRITE,COMMON,3.0,9.0,LORWYN,FOIL,ENGLISH,NEAR MINT
4518,FRENETIC SLIVER,UNCOMMON,2.0,9.0,PLANAR CHAOS,FOIL,ENGLISH,NEAR MINT
4543,"NUMOT, THE DEVASTATOR",RARE,1.0,9.0,PLANAR CHAOS,FOIL,ENGLISH,NEAR MINT
4619,BLAZING SHOAL,RARE,2.0,9.0,BETRAYERS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
4652,"KIRA, GREAT GLASS-SPINNER",RARE,7.0,9.0,BETRAYERS OF KAMIGAWA,NORMAL,ENGLISH,NEAR MINT
4660,MISTBLADE SHINOBI,COMMON,2.0,9.0,BETRAYERS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
4672,"OYOBI, WHO SPLIT THE HEAVENS",RARE,1.0,9.0,BETRAYERS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
4757,ISLAND (234),COMMON,3.0,9.0,ZENDIKAR,FOIL,ENGLISH,NEAR MINT
4782,MINDBREAK TRAP,MYTHIC,6.0,9.0,ZENDIKAR,NORMAL,ENGLISH,NEAR MINT
4812,SORIN MARKOV,MYTHIC,8.0,9.0,ZENDIKAR,NORMAL,ENGLISH,NEAR MINT
4830,WARREN INSTIGATOR,MYTHIC,4.0,9.0,ZENDIKAR,FOIL,ENGLISH,NEAR MINT
4927,BLOOD CRYPT,RARE,15.0,9.0,RAVNICA ALLEGIANCE,NORMAL,ENGLISH,NEAR MINT
4971,RHYTHM OF THE WILD,UNCOMMON,4.0,9.0,RAVNICA ALLEGIANCE,FOIL,ENGLISH,NEAR MINT
5130,GOLGARI GRAVE-TROLL,RARE,2.0,9.0,RAVNICA,FOIL,ENGLISH,NEAR MINT
5323,LIVING END,RARE,2.0,9.0,TIME SPIRAL,FOIL,ENGLISH,NEAR MINT
5444,ANGEL OF SERENITY,MYTHIC,2.0,9.0,RETURN TO RAVNICA,FOIL,ENGLISH,NEAR MINT
5484,REST IN PEACE,RARE,1.0,9.0,RETURN TO RAVNICA,FOIL,ENGLISH,NEAR MINT
5490,STEAM VENTS,RARE,11.0,9.0,RETURN TO RAVNICA,NORMAL,ENGLISH,NEAR MINT
5536,THOUGHT-KNOT SEER,RARE,3.0,9.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5567,MAELSTROM NEXUS,MYTHIC,1.0,9.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5572,MAYAEL'S ARIA,RARE,2.0,9.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5578,NEMESIS OF REASON,RARE,2.0,9.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5590,THRAXIMUNDAR,MYTHIC,2.0,9.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5592,TIME SIEVE,RARE,1.0,9.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5856,COUNTERBALANCE,UNCOMMON,4.0,9.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5871,"HEIDAR, RIMEWIND MASTER",RARE,2.0,9.0,COLDSNAP,FOIL,ENGLISH,NEAR MINT
5894,PHYREXIAN SOULGORGER,RARE,2.0,9.0,COLDSNAP,FOIL,ENGLISH,NEAR MINT
5905,SCRYING SHEETS,RARE,1.0,9.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5917,TAMANOA,RARE,2.0,9.0,COLDSNAP,FOIL,ENGLISH,NEAR MINT
5951,"GARRUK, PRIMAL HUNTER",MYTHIC,2.0,9.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5970,"JACE, MEMORY ADEPT",MYTHIC,2.0,9.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
6003,TIMELY REINFORCEMENTS,UNCOMMON,4.0,9.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
6007,VISIONS OF BEYOND,RARE,2.0,9.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
6065,RETRACT,RARE,2.0,9.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6069,SHIELD OF KALDRA,RARE,3.0,9.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6667,DROWNED CATACOMB,RARE,2.0,9.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6751,VAMPIRE NOCTURNUS,MYTHIC,2.0,9.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6752,VAMPIRE NOCTURNUS,MYTHIC,2.0,9.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6847,LIVING END,MYTHIC,2.0,9.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6906,SLIVER LEGION,MYTHIC,29.0,9.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6989,GARRUK WILDSPEAKER,MYTHIC,2.0,9.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7017,LILIANA'S CARESS,UNCOMMON,1.0,9.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7103,AETHER GUST,UNCOMMON,3.0,9.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7108,"AJANI, STRENGTH OF THE PRIDE",MYTHIC,4.0,9.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7303,DIVINE VISITATION,MYTHIC,2.0,9.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7358,WATERY GRAVE,RARE,16.0,9.0,GUILDS OF RAVNICA,NORMAL,ENGLISH,NEAR MINT
7934,"ANOWON, THE RUIN SAGE",RARE,2.0,9.0,WORLDWAKE,FOIL,ENGLISH,NEAR MINT
7936,ARBOR ELF,COMMON,2.0,9.0,WORLDWAKE,FOIL,ENGLISH,NEAR MINT
7983,QUEST FOR RENEWAL,UNCOMMON,2.0,9.0,WORLDWAKE,FOIL,ENGLISH,NEAR MINT
8013,BLOODGHAST,RARE,2.0,9.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8725,DAVRIEL ROGUE SHADOWMAGE (JPN ALTERNATE ART),UNCOMMON,2.0,9.0,WAR OF THE SPARK,FOIL,JAPANESE,NEAR MINT
8738,EMERGENCE ZONE,UNCOMMON,1.0,9.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8800,"NARSET, PARTER OF VEILS",UNCOMMON,4.0,9.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8905,JAYA BALLARD,MYTHIC,2.0,9.0,RAVNICA ALLEGIANCE MYTHIC EDITION,FOIL,ENGLISH,NEAR MINT
8979,OLIVIA VOLDAREN,MYTHIC,4.0,9.0,MODERN MASTERS 2017,NORMAL,ENGLISH,NEAR MINT
9096,NIGHTMARE LASH,RARE,1.0,9.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
9113,SCULPTING STEEL,RARE,2.0,9.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
9115,SCYTHE OF THE WRETCHED,RARE,2.0,9.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
9127,SWORD OF KALDRA,RARE,4.0,9.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9312,EXTENDED ART HEROIC INTERVENTION,RARE,18.0,9.0,CORE SET 2021,NORMAL,ENGLISH,NEAR MINT
9454,"LILIANA, DEATH'S MAJESTY",MYTHIC,3.0,9.0,AMONKHET,FOIL,ENGLISH,NEAR MINT
9506,BLOOD MOON,RARE,5.0,9.0,MASTERS 25,NORMAL,ENGLISH,NEAR MINT
9592,RISHADAN PORT,RARE,4.0,9.0,MASTERS 25,NORMAL,ENGLISH,NEAR MINT
9921,MALIGNUS,MYTHIC,2.0,9.0,AVACYN RESTORED,FOIL,ENGLISH,NEAR MINT
9967,ALTAR OF DEMENTIA,RARE,3.0,9.0,MODERN HORIZONS,FOIL,ENGLISH,NEAR MINT
10224,KNOWLEDGE EXPLOITATION,RARE,7.0,9.0,MORNINGTIDE,NORMAL,ENGLISH,NEAR MINT
10254,STONEHEWER GIANT,RARE,2.0,9.0,MORNINGTIDE,FOIL,ENGLISH,NEAR MINT
10321,OLIVIA VOLDAREN,MYTHIC,4.0,9.0,INNISTRAD,NORMAL,ENGLISH,NEAR MINT
10412,WOODLAND BELLOWER,MYTHIC,2.0,9.0,MAGIC ORIGINS,FOIL,ENGLISH,NEAR MINT
10458,AJANI STEADFAST,MYTHIC,2.0,9.0,M15 CORE SET,FOIL,ENGLISH,NEAR MINT
10467,CHASM SKULKER,RARE,1.0,9.0,M15 CORE SET,FOIL,ENGLISH,NEAR MINT
10521,"YISAN, THE WANDERER BARD",RARE,2.0,9.0,M15 CORE SET,FOIL,ENGLISH,NEAR MINT
10550,BRAINSTORM (JP ALT ART),RARE,6.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10557,CHAOS WARP,MYTHIC,4.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,ENGLISH,NEAR MINT
10587,DAY OF JUDGMENT (JP ALT ART),MYTHIC,3.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10663,LIGHTNING BOLT (JP ALT ART),RARE,2.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,NORMAL,JAPANESE,NEAR MINT
10664,LIGHTNING BOLT (JP ALT ART) (FOIL ETCHED),RARE,3.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,NORMAL,JAPANESE,NEAR MINT
10752,TIME WARP (FOIL ETCHED),MYTHIC,7.0,9.0,STRIXHAVEN MYSTICAL ARCHIVE,NORMAL,ENGLISH,NEAR MINT
10909,GODSIRE,MYTHIC,2.0,9.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10931,MYCOLOTH,RARE,2.0,9.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10944,SARKHAN VOL,MYTHIC,2.0,9.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10989,COUNT DRACULA,MYTHIC,3.0,9.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
11057,NECRODUALITY,MYTHIC,10.0,9.0,INNISTRAD CRIMSON VOW,NORMAL,ENGLISH,NEAR MINT
11074,SHATTERED SANCTUM (BORDERLESS),RARE,3.0,9.0,INNISTRAD CRIMSON VOW,FOIL,ENGLISH,NEAR MINT
11076,SISTERS OF THE UNDEAD,MYTHIC,4.0,9.0,INNISTRAD CRIMSON VOW,FOIL,ENGLISH,NEAR MINT
11146,HEARTBEAT OF SPRING,RARE,2.0,9.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11264,"ELBRUS, THE BINDING BLADE (WITHENGAR UNBOUND)",MYTHIC,2.0,9.0,DARK ASCENSION,FOIL,ENGLISH,NEAR MINT
11290,MOONVEIL DRAGON,MYTHIC,2.0,9.0,DARK ASCENSION,FOIL,ENGLISH,NEAR MINT
11301,VAULT OF THE ARCHANGEL,RARE,2.0,9.0,DARK ASCENSION,FOIL,ENGLISH,NEAR MINT
11441,RAUGRIN TRIOME,RARE,4.0,9.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11442,RAUGRIN TRIOME,RARE,22.0,9.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11482,"WINOTA, JOINER OF FORCES",MYTHIC,8.0,9.0,IKORIA LAIR OF BEHEMOTHS,NORMAL,ENGLISH,NEAR MINT
11483,"WINOTA, JOINER OF FORCES",MYTHIC,2.0,9.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11529,"ESIKA, GOD OF THE TREE / THE PRISMATIC BRIDGE (SHOWCASE)",MYTHIC,1.0,9.0,KALDHEIM,FOIL,ENGLISH,NEAR MINT
11712,"JIN-GITAXIAS, PROGRESS TYRANT",MYTHIC,1.0,9.0,KAMIGAWA NEON DYNASTY,FOIL,ENGLISH,NEAR MINT
11725,"JUNJI, THE MIDNIGHT SKY (BORDERLESS)",MYTHIC,4.0,9.0,KAMIGAWA NEON DYNASTY,NORMAL,ENGLISH,NEAR MINT
11857,"TEZZERET, BETRAYER OF FLESH (SHOWCASE)",MYTHIC,3.0,9.0,KAMIGAWA NEON DYNASTY,NORMAL,ENGLISH,NEAR MINT
12013,BRUVAC THE GRANDILOQUENT,MYTHIC,8.0,9.0,JUMPSTART,NORMAL,ENGLISH,NEAR MINT
12044,"TINYBONES, TRINKET THIEF",MYTHIC,6.0,9.0,JUMPSTART,NORMAL,ENGLISH,NEAR MINT
12051,BIRTHING POD,RARE,8.0,9.0,NEW PHYREXIA,NORMAL,ENGLISH,NEAR MINT
12228,NATURAL ORDER,,5.0,9.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
12268,WINTER ORB,,2.0,9.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
12323,SELFLESS SPIRIT,,4.0,9.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
12324,SIGARDA'S AID,,2.0,9.0,ELDRITCH MOON,FOIL,ENGLISH,NEAR MINT
27,EXTENDED ART HELIOD'S INTERVENTION,RARE,6.0,8.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
135,"URO, TITAN OF NATURE'S WRATH",MYTHIC,2.0,8.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
173,PARADOX ENGINE,,2.0,8.0,AETHER REVOLT,FOIL,ENGLISH,NEAR MINT
193,"ANGRATH, THE FLAME-CHAINED",MYTHIC,4.0,8.0,RIVALS OF IXALAN,FOIL,ENGLISH,NEAR MINT
232,POLYRAPTOR,MYTHIC,12.0,8.0,RIVALS OF IXALAN,NORMAL,ENGLISH,NEAR MINT
248,TIMESTREAM NAVIGATOR,MYTHIC,2.0,8.0,RIVALS OF IXALAN,FOIL,ENGLISH,NEAR MINT
352,CORRUPTED CONSCIENCE,UNCOMMON,1.0,8.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
361,GO FOR THE THROAT,UNCOMMON,1.0,8.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
